Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness
Image28,1,8.98141479492188,971.834222300192,31.1742557617691,0.006709267707389,3.8699307527944304,15.3652858379938,81.7159844054581,0.068845834896477,0.004739748982592999,0.41355815316750505,4.4341130604288495,0.970765236269236,7.458340731198329e-155
Image29,1,6.57905578613281,677.175490803563,26.0225957737418,0.011012932528881,4.33504016563369,19.2529918359456,77.90652641644749,0.08880518088179301,0.007886360151448,0.38962353102168,4.69734640210375,0.9734062758151768,7.458340731198329e-155
Image30,1,3.80807495117187,396.867119586963,19.921524027718398,0.007859536380103001,5.58494720814042,31.873636986511396,85.4318367346939,0.07455658174645599,0.005558683881716,0.36836974288091706,5.023673469387759,0.96436260706418,7.458340731198329e-155
Image31,0,7.83711242675781,701.896405342463,26.4933275626612,0.093559186004034,3.8194424224967496,15.0018592715238,138.701853344077,0.270380651447698,0.07310569667728199,0.52350253322021,4.35992479183454,0.9715645259926758,7.458340731198329e-155
Image32,0,10.0440521240234,788.1538472184143,28.074077851612802,0.22027861065021306,3.25741977093676,11.2456800047074,133.995200239988,0.42809517034107,0.18326547486935,0.639182551811921,3.43812809359532,0.971203982509634,7.458340731198329e-155
Image33,0,15.9694366455078,1047.0428888233698,32.3580421042956,0.107725090148489,2.52914088361996,6.88203426535277,110.763811139384,0.2914788706530481,0.084959932037177,0.547146835526208,3.8465366129488303,0.9724617758086768,7.458340731198329e-155
Image34,1,0.0269775390625,2.98352995401728,1.7272897712941202,0.077754865175691,64.1248262459272,4117.07580037746,32.5,0.235702260395516,0.055555555555556,0.29601517976731395,4.16666666666667,-0.23417721518987306,7.458340731198329e-155
Image35,1,0.8876495361328129,94.8263245359264,9.737880905819619,0.009451351461907,11.1377447554139,124.794533110301,23.098039215686306,0.081201095062152,0.006593617839293,0.3919517467553811,3.01960784313725,0.8605563753737521,7.458340731198329e-155
Image36,1,0.477996826171875,91.4290503266303,9.56185391682127,0.019150153506177,20.228473337373604,411.672164934984,59.06,0.11585431464655198,0.013422222222222,0.362572461048594,4.35333333333333,0.9278790008437048,7.458340731198329e-155
Image37,1,0.461395263671875,91.7840121253015,9.58039728431454,0.016664201720722,20.89875544671461,438.384390150115,39.781954887218,0.108045923783458,0.011673921646221,0.284363545150011,4.3684210526315805,0.8838874807329029,7.458340731198329e-155
Image38,1,3.7101287841796897,568.975333878941,23.8532038493562,0.001876090437814,6.86577521280382,48.797676323385495,72.5260416666667,0.036087328260197,0.0013022952609589998,0.29466748451447,5.18098958333333,0.966525771540682,7.458340731198329e-155
Image39,1,6.05889892578125,840.360037734456,28.98896406797689,0.007625601671904,5.2547135351577685,28.8273976202868,248.54327248140598,0.073613103536808,0.005418889012321,0.376516921019718,5.394523326572009,0.948079976302999,7.458340731198329e-155
Image40,1,5.268157958984379,748.1199429197328,27.3517813481998,0.002205395935272,5.608681106927151,32.5887018955923,106.090086206897,0.039130477415723,0.001531194262782,0.3568576882648811,4.38922413793103,0.946710115776474,7.458340731198329e-155
Image41,1,4.1785888671875,599.2866444251763,24.4803317874815,0.002564393356053,6.24608311335041,40.189607638786796,72.1909438079651,0.0422108432767,0.0017817552901300004,0.326697104007692,4.24986361156574,0.957116832674104,7.458340731198329e-155
Image42,1,3.54295349121094,409.622605722686,20.2391354984022,0.009414568552904,6.12984504694441,39.0234624345275,199.41809523809502,0.081908222518254,0.006708956916100001,0.4240926369288789,4.60285714285714,0.934753439792686,7.458340731198329e-155
Image43,1,1.35595703125,123.075460456366,11.0939380048911,0.008708763092219,8.48816752929926,73.7246317115369,125.40524193548401,0.078081088075388,0.006096656315036,0.425672379543586,3.76411290322581,0.882873632106614,7.458340731198329e-155
Image44,0,7.15631103515625,413.438221306825,20.3331803047832,0.081825463381282,3.17978135268035,10.2873465883758,122.402663706992,0.250908148623068,0.062954899045456,0.5838885689250529,3.5524972253052205,0.9382381146208248,7.458340731198329e-155
Image45,0,1.33547973632813,77.4457005553235,8.800323889228359,0.12489762629132198,6.915272761808231,48.8445809539011,170.066666666667,0.314955924802029,0.099197234567901,0.578907217410728,4.53688888888889,0.899337963741754,7.458340731198329e-155
Image46,0,1.7935791015625,140.54620168430202,11.8552183313637,0.205586797193841,7.843766364091481,67.73968146734761,136.462704669497,0.4124510543964871,0.17011587227277405,0.563752505844161,4.69193450576107,0.9585767267451628,7.458340731198329e-155
Image47,0,5.291473388671879,430.963765610282,20.759666799115106,0.354116232778659,4.3691843894308,19.6319204434034,46.86429127725861,0.5553398754475911,0.308402377262146,0.72132117626202,2.37363707165109,0.987914478717326,7.458340731198329e-155
Image48,0,9.59407043457031,668.593162269367,25.857168489016104,0.21739872992827505,3.3301075391191204,12.2235801089748,73.3426129426129,0.425118061733655,0.18072536641218,0.6016982992331129,3.63296703296703,0.980127856944501,7.458340731198329e-155
Image49,0,12.3447113037109,757.8916964943719,27.5298328453765,0.115372382805169,2.903825923477509,9.42101702941284,117.499508205208,0.302324078318971,0.091399848331415,0.533771592800818,4.50111300926645,0.965395960578602,7.458340731198329e-155
Image50,0,17.3497467041016,944.3960755359599,30.731027895857306,0.118295029817156,2.2600453954997404,5.66501517387972,69.555959176613,0.306364637272882,0.093859290971345,0.5356474139531261,3.9683445770627896,0.97907196809091,7.458340731198329e-155
Image51,0,19.6031188964844,1020.2204234091804,31.9408895212576,0.099710935588728,2.15483703919686,5.39772000133742,89.4687035507845,0.27972982133893604,0.07824877294631301,0.510976841137001,4.592072667217179,0.972716010689364,7.458340731198329e-155
Image52,1,0.105865478515625,15.0161065641418,3.87506213681042,0.025455110908416,36.7410553212475,1353.64258748801,48.07142857142861,0.13363062095621198,0.017857142857143002,0.28355761246391,5.07142857142857,0.549831581014973,7.458340731198329e-155
Image53,1,2.1811981201171897,268.548920092452,16.3874622834792,0.002736006899763,7.95061400629404,65.14272028545979,98.03157894736843,0.043604521128549,0.00190135426285,0.29178029660707,5.743859649122809,0.934162339194056,7.458340731198329e-155
Image54,1,2.568359375,335.153475022642,18.3071973557572,0.002641454149254,7.47255397601478,56.983704792316,62.8787878787879,0.042832692191374006,0.001834639520361,0.330276785326712,4.73365231259968,0.9542089977921908,7.458340731198329e-155
Image55,1,4.05181884765625,489.781052320529,22.130997544632503,0.001892750613383,5.9033680004606905,36.04084151068261,53.7100840336134,0.036246589997725,0.001313815286463,0.33030040724166,4.63071895424837,0.971378203055796,7.458340731198329e-155
Image56,1,4.81449890136719,572.265123172401,23.922063522455602,0.002108472541725,5.42692528863142,30.504920483034105,59.495516569200795,0.03826426809299,0.001464154212692,0.344071415042479,4.736062378167639,0.968389511723152,7.458340731198329e-155
Image57,1,4.949462890625,565.903245986265,23.7887209825637,0.0034228957604890003,5.2830840610957015,29.129573143709198,55.2156028368794,0.048898253375143,0.00239103918314,0.377518472090864,4.22553191489362,0.9780752641625492,7.458340731198329e-155
Image58,1,0.799957275390625,117.276844103272,10.8294433884328,0.006204624827479999,13.822811328773598,193.598795562058,70.3511904761905,0.065746196530877,0.004322562358277,0.280285212564683,5.65476190476191,0.899990266438921,7.458340731198329e-155
Image59,1,2.38668823242187,259.378651299262,16.1052367663211,0.005992505601673999,7.22432476398306,54.186467575890006,82.75279421433271,0.064949145989559,0.004218391564773,0.3651109000751939,5.13149243918475,0.9675680946559492,7.458340731198329e-155
Image60,0,6.24671936035156,459.39817102910894,21.4335757872808,0.121085178908281,3.80588348238662,14.767426722534301,95.8585051546392,0.309860478251162,0.096013515982039,0.5597723050225369,4.2340206185567,0.9720724723658392,7.458340731198329e-155
Image61,0,4.35304260253906,271.070020128046,16.4642042057321,0.10266584385476,4.2250632805117,18.5282042497203,76.6101973684211,0.28383783663117,0.080563917503463,0.574659921893266,3.1779605263157897,0.965478478589295,7.458340731198329e-155
Image62,0,5.45042419433594,337.879290910376,18.3814931632437,0.112746337643048,3.76510753045326,14.5281323595575,63.1847713097713,0.297823227160299,0.08869867463617499,0.620169304749455,2.62162162162162,0.9736505191959142,7.458340731198329e-155
Image63,0,8.333740234375,475.78235708984886,21.8124358357761,0.20490168752346505,3.078875173646,9.94949919172858,71.2095776163573,0.411427361443303,0.16927247374419802,0.652961817949038,2.89978477266613,0.9723998366459532,7.458340731198329e-155
Image64,1,1.7116394042968797,123.53106775440901,11.1144531019034,0.056590489298658,6.89222465013284,49.2968636485466,102.4,0.206578444518329,0.042674653739612,0.547688434871588,3.2578947368421103,0.950155977713996,7.458340731198329e-155
Image65,1,1.98373413085938,204.08092032875302,14.2856893543417,0.009497322917647,7.52674870157893,57.942959182167904,132.720454545455,0.082182131044367,0.006753902662994,0.36931603767598,4.05530303030303,0.93597440050256,7.458340731198329e-155
Image66,1,3.68943786621094,369.110644993583,19.2122524705872,0.028257644148915,5.677584097256171,33.7389652997263,238.87554426705398,0.14444591943733498,0.020864623642097,0.41599753084516494,5.56567489114659,0.9332426763061892,7.458340731198329e-155
Image67,1,1.951171875,232.71042133757086,15.254849108974199,0.0029552375907820005,8.24361212028519,69.9434632717026,31.8761904761905,0.0453057138753,0.0020526077097510003,0.32510860150686605,3.88190476190476,0.974013200931597,7.458340731198329e-155
Image68,1,4.018707275390629,401.819393250789,20.0454332268172,0.04248487185410802,5.47749265065454,31.4371795080482,190.098355471221,0.17856651192610604,0.031885999181456,0.465348235920921,4.60815939278937,0.954944337029702,7.458340731198329e-155
Image69,1,3.32627868652344,312.250783357824,17.670619212631603,0.036198383171022,5.73168244900238,34.2105087194586,187.117931547619,0.164075996907303,0.026920932761125,0.470444095809349,4.1968005952381,0.942517980795408,7.458340731198329e-155
Image70,1,2.6961669921875,230.32586288496498,15.1764904666713,0.041697658748573986,5.98556393591646,36.9140523504758,173.713870431894,0.17639018774680104,0.031113498333352,0.5219275318144609,3.62832225913621,0.935146704386501,7.458340731198329e-155
Image71,1,1.5610046386718797,123.341889301561,11.105939370515301,0.08351093459180299,7.4364995201369215,56.7389879857263,272.804245283019,0.253921385906582,0.064476070220719,0.590938008903248,4.40212264150943,0.9002323436404809,7.458340731198329e-155
Image72,0,13.1165008544922,517.6565095674031,22.752066050523897,0.06085933868015701,2.18642835600874,5.0510116563718,64.844546297812,0.2144319181790489,0.045981047533946,0.582799827254373,2.686746330550549,0.954214367530438,7.458340731198329e-155
Image73,0,9.74818420410156,415.30203679044,20.3789606405832,0.077761607783424,2.53282909261112,6.65855341317294,66.0369634340223,0.2440543473296,0.059562524450477015,0.581220652053158,3.0675675675675698,0.9554519986794252,7.458340731198329e-155
Image74,0,6.33952331542969,293.878380981809,17.1428813500476,0.069965443628399,3.18084933788769,10.439425857143199,92.8457098884186,0.2314177556148589,0.053554177613819,0.52395752049829,4.1173528280107705,0.935662144202623,7.458340731198329e-155
Image75,0,1.48027038574219,62.0912591920707,7.87980070763663,0.13205524402638902,5.944517679242951,36.9873983380653,86.34391534391527,0.324792638204021,0.10549025783152803,0.535061606833758,3.87566137566138,0.9121821847624548,7.458340731198329e-155
Image76,0,1.82252502441406,100.488485204193,10.0243945056144,0.224458605203725,6.24126240210557,41.8212935338625,88.87142857142858,0.432514663613112,0.18706893424036306,0.6084200310224971,3.7242857142857098,0.948304259328173,7.458340731198329e-155
Image77,0,4.50605773925781,280.829159424403,16.7579580923334,0.133243102254785,4.15313290435385,17.768020132398,52.5545400943396,0.326223047030255,0.106421476413704,0.5811617700836109,3.01179245283019,0.97791527261095,7.458340731198329e-155
Image78,0,6.5928955078125,392.211338456223,19.804326256053802,0.20487570123203,3.4386745992162298,12.2544347489556,73.9572413793104,0.41138909702351295,0.169240989149822,0.635297022381439,2.98896551724138,0.97101475703432,7.458340731198329e-155
Image79,0,10.9642944335938,619.832925128565,24.8964440257753,0.12659830217005,2.72056296825148,7.775729298153571,91.6058997050148,0.31750518023899393,0.100809539478596,0.5640822544281999,3.77174696820714,0.966220222337402,7.458340731198329e-155
Image80,1,0.328475952148437,29.7269054521419,5.45223857256283,0.016053664263215,16.780891632548098,283.51357217119704,21.5339366515837,0.106069757192136,0.011250793390799,0.385168242442508,2.89140271493213,0.814636477931112,7.458340731198329e-155
Image81,1,1.86224365234375,187.67144269525903,13.6993227093627,0.002414782172093,7.969973220930611,66.3537353421888,114.352941176471,0.040951500389161004,0.001677025384123,0.307668611511322,5.87599364069952,0.93837544116722,7.458340731198329e-155
Image82,1,0.05128479003906298,8.64130121221849,2.9396090237,0.13009012197983802,57.51282621295711,3317.2177886911304,6.0625,0.30935921676911404,0.095703125,0.613304848966614,1.4375,0.967353463961548,7.458340731198329e-155
Image83,1,2.2495880126953103,267.77933341445,16.3639644773035,0.001859712559981,7.9729249905794575,66.8165627423913,160.558049535604,0.03593032318401,0.001290988124107,0.29969276311132204,6.892414860681112,0.941701411189102,7.458340731198329e-155
Image84,1,7.36492919921875,714.304320705606,26.726472283217696,0.001573309042764,4.28079941674345,19.6955568709597,135.964683624133,0.033047147321747995,0.001092113946105,0.315721852043326,6.14000420433046,0.9394600108176128,7.458340731198329e-155
Image85,1,5.98077392578125,677.4708582827179,26.0282703667132,0.0013552064994239998,5.0214751727842994,26.85742034107901,159.404393128696,0.030667792590438007,0.00094051350237,0.325702127942759,6.358490566037741,0.95590863221641,7.458340731198329e-155
Image86,1,7.48370361328125,761.8197400763071,27.6010822265415,0.0013798879764870002,4.36895123932326,20.6149699645549,83.91363636363641,0.03094519033723,0.000957604805007,0.30866192555697697,5.39199134199134,0.965808788787885,7.458340731198329e-155
Image87,1,0.510589599609375,88.4996398800145,9.40742472093264,0.016761425513604,18.78405252404,357.27431678648804,95.010989010989,0.10892432748131302,0.011864509117256,0.286996521924888,6.3956043956044,0.915457071296166,7.458340731198329e-155
Image88,1,1.18464660644531,180.12864036348995,13.4212011520389,0.002865955908086,11.8836148359007,145.523298975807,97.3458498023715,0.044608906483382005,0.001989954537643,0.219383354391493,7.21146245059289,0.955061421340534,7.458340731198329e-155
Image89,1,0.39825439453125,60.08584574889971,7.75150603101744,0.007076392203598,20.3975168568078,430.402118155383,266.684523809524,0.07017753644376,0.004924886621314999,0.18367927146345,11.410714285714299,0.87862562692046,7.458340731198329e-155
Image90,0,1.11947631835938,66.186853088686,8.13553028933493,0.39453860072666297,7.7266514631443295,61.7906240786044,188.90920096852298,0.589681787363579,0.3477246103483049,0.7216557484271758,4.33958837772397,0.8912075439539,7.458340731198329e-155
Image91,0,3.0589752197265603,204.10481907835097,14.2865257875507,0.06859924446912201,6.04749050938739,43.080340063477706,149.687121866897,0.229602342780151,0.052717235810134,0.4668395065289861,4.97363872082973,0.941041707756168,7.458340731198329e-155
Image92,0,5.66337585449219,421.391533411932,20.527823396842,0.068329502091364,4.23153729788629,18.775103891173803,109.31949215832701,0.228934436637162,0.052410976278375,0.503781567640272,4.40089619118745,0.9668151126030842,7.458340731198329e-155
Image93,0,8.18742370605469,556.194827393652,23.5837831442212,0.2447443816247569,3.34765889990514,11.7052029350704,78.97602441150829,0.453306016249624,0.205486344368104,0.655778966580484,2.91543156059285,0.976762481230574,7.458340731198329e-155
Image94,0,12.0438690185547,739.0360174776739,27.1852168922316,0.152965811276439,2.6998033587562205,7.68436759014009,79.69688300852259,0.351431768197534,0.123504287698445,0.597983237713735,3.38685261338578,0.976005022778534,7.458340731198329e-155
Image95,0,15.8574371337891,889.210217815986,29.8196280630055,0.193005978690766,2.2430917253826,5.48337910223466,66.4295302013423,0.398237397682832,0.158593024913194,0.633401411433861,3.03087248322148,0.980139639065765,7.458340731198329e-155
Image96,0,18.660720825195305,950.9844740782428,30.838036157937196,0.142222659281781,2.0703289716763504,4.83437962443542,84.1096274910782,0.3379533519124001,0.114212468068826,0.580564761858876,3.63270379726533,0.973281820562224,7.458340731198329e-155
Image97,1,0.7895050048828129,72.171079269752,8.49535633565491,0.005913161733053,11.161677466151,127.4867948231,45.7101449275362,0.064164712856612,0.004117110375970999,0.375950414424184,4.018115942028991,0.917049506923285,7.458340731198329e-155
Image98,1,2.89999389648437,239.653479049919,15.480745429400999,0.003308505100296,5.80833966426522,34.9080117344544,120.108187134503,0.047958601195598,0.002300027428638,0.343324349382766,5.23684210526316,0.9307692667628672,7.458340731198329e-155
Image99,1,0.15257263183593806,19.1465410580625,4.375676068684991,0.017232234788012002,28.886863649246106,839.074412221137,48.0285714285714,0.10973065354098,0.012040816326531,0.160914386160799,5.657142857142861,0.728599567309245,7.458340731198329e-155
Image100,1,5.32212829589844,442.183678814893,21.0281639430287,0.0028798417493720004,4.41549540894471,20.277329450348105,79.40618712273641,0.044737868968797986,0.002001476919869,0.3677879690548621,4.30860160965795,0.935686047475798,7.458340731198329e-155
Image101,1,7.1119384765625,554.138908989259,23.5401552456491,0.004602628902376,3.75895660894167,14.549705613686399,82.6785223367698,0.056724846607318,0.003217708222624,0.410580588040371,4.15,0.957585558368119,7.458340731198329e-155
Image102,1,5.5350646972656286,450.020071166097,21.2136765122432,0.007966009729336,4.20964260738729,18.151130166787,82.3509259259259,0.075067128166319,0.005635073731138999,0.4154190736660471,3.85787037037037,0.945946593852532,7.458340731198329e-155
Image103,1,4.05549621582031,342.958742658768,18.519145300438897,0.03294438610212,4.8562342305633,23.94254241062789,118.996180963572,0.155776342761034,0.024266268964003,0.508129689383174,3.42567567567568,0.950577511258136,7.458340731198329e-155
Image104,0,3.42556762695312,176.85022024827202,13.298504436524901,0.103313440337918,4.286254623496459,18.796609521061804,50.6274910577415,0.284355800442365,0.080858221245218,0.5719445161012979,3.0396865951286,0.9667828326603342,7.458340731198329e-155
Image105,0,4.349365234375,214.853792848735,14.6578918282519,0.093111045189544,3.78810572178092,14.808479472082501,44.914550914550894,0.268945626957715,0.07233175025967799,0.5789009496266441,2.73873873873874,0.969132682397764,7.458340731198329e-155
Image106,1,0.8744964599609379,86.9196314564799,9.323069851528519,0.052219475883305,11.337901661893802,133.448884992781,501.448684210526,0.198522939079393,0.03941135734072,0.468928533915456,7.0092105263157904,0.873757119594424,7.458340731198329e-155
Image107,1,1.75724792480469,228.761975319939,15.1248793489383,0.005392954233438,9.060396744603329,84.45373443175791,276.401960784314,0.061433466054874,0.003774070751515,0.381118055016781,6.3409586056644915,0.905900745744352,7.458340731198329e-155
Image108,1,2.5506591796875,307.55615941347196,17.5372791337046,0.002063615409131,7.57954136627308,60.42985738420871,284.462225274725,0.03786515150779,0.001433769698708,0.31492009442949204,7.90728021978022,0.911344771083586,7.458340731198329e-155
Image109,1,5.13716125488281,533.200412974895,23.091132778079402,0.009863765933119,5.234663023498031,29.655268551755,174.04705882352903,0.08406932014503099,0.007067650589648001,0.375689701431474,6.217927170868349,0.955599011904116,7.458340731198329e-155
Image110,1,5.60523986816406,589.570178249269,24.2810662502549,0.014420798153312,5.08086864599976,27.8029374275981,167.486561866126,0.102145760623316,0.010433756413316,0.4142261950946161,5.58493914807302,0.962473787958037,7.458340731198329e-155
Image111,1,4.07518005371094,500.283870536648,22.367026412481604,0.002106404067257,6.04687040251846,38.1618919980464,192.623989218329,0.03826955405561,0.001464558767615,0.34830265364407204,6.4209344115004505,0.9374400410306272,7.458340731198329e-155
Image112,1,3.5699920654296897,465.03886861849503,21.5647598785262,0.0029240031578970003,6.44970295304805,42.776105039792704,173.43310657596405,0.045084959525473,0.002032653575414,0.37219916529173,5.70975056689342,0.914921275777193,7.458340731198329e-155
Image113,1,4.191802978515629,519.3974893372059,22.79029375276249,0.002244456744024,5.984401783163309,37.417456276324295,142.763111111111,0.03950308629918,0.001560493827161,0.3423714185224461,6.0013333333333305,0.95120684560065,7.458340731198329e-155
Image114,1,3.037109375,410.277866684482,20.2553169978769,0.0021956166652860004,7.16907738832484,53.356016913101904,158.057239057239,0.039065945854091004,0.001526148125475,0.304431249127267,6.67946127946128,0.943133831404129,7.458340731198329e-155
Image115,1,3.0540313720703103,235.076049647263,15.3321899821018,0.012867101646226998,5.712409360862581,35.894197099478795,180.141882183908,0.095886672738974,0.009194254008951,0.429063251004834,5.32938218390805,0.897561268572727,7.458340731198329e-155
Image116,1,0.491607666015625,53.8797582873972,7.34028325661872,0.004553773407264,17.1109456444527,318.418371767851,1268.17857142857,0.056282259166752,0.003167692696913,0.21806808922290305,25.5487012987013,0.6485737734829301,7.458340731198329e-155
Image117,1,0.1695556640625,16.9299864167197,4.11460647167134,0.012313907594171,27.4083286159129,812.677973416634,1400.0636363636402,0.092709445701687,0.008595041322314001,0.270781149195166,25.3363636363636,0.512313348325514,7.458340731198329e-155
Image118,0,1.93345642089844,86.07114983755491,9.27745384453919,0.123394631584976,5.6885631465759685,35.6746635324425,116.02471721826599,0.31301293676166697,0.097977098580164,0.5669811839450121,4.04063678257227,0.8992705871587859,7.458340731198329e-155
Image119,0,0.96630859375,36.769080744095895,6.06375137551795,0.206732270742338,6.69179015840672,46.034751977624396,40.2851351351351,0.413062610217658,0.17062071995982506,0.665478121384396,2.35,0.949232342193236,7.458340731198329e-155
Image120,0,2.0140838623046897,69.1158136736125,8.31359210411555,0.135643967735047,4.4987598846542,20.6195679827095,20.647670250896105,0.32786112647956,0.107492918256446,0.6656624199859621,1.65232974910394,0.9699343580220908,7.458340731198329e-155
Image121,0,2.47067260742187,80.3936911204627,8.966252902994801,0.27250518675859603,3.9651965840965,16.074892587623697,13.2064096817571,0.479623996103731,0.230039177638512,0.766913835277821,1.14679515912147,0.980842234751223,7.458340731198329e-155
