Image,Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,PSNR,SSIM,DC,TS
Image23,0,8.333740234375,475.78235708984886,21.812435835776096,0.20490168752346544,3.0788751736459954,9.949499191728584,71.20957761635728,0.4114273614433026,0.16927247374419802,0.6529618179490377,2.8997847726661288,0.9723998366459532,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image24,1,4.03521728515625,402.7063949943774,20.06754581393493,0.052819711479008984,5.4647302803296816,31.30569618766141,204.4178876678877,0.20009396166439705,0.0400375934945532,0.480473715462326,4.660866910866911,0.9541719719394935,7.4583407311987535e-155,67.11371464978085,0.9748591862168522,0.7527173913043478,0.6034858387799564
Image25,0,6.339523315429688,293.8783809818088,17.14288135004757,0.06996544362839853,3.1808493378876923,10.439425857143151,92.8457098884186,0.2314177556148592,0.05355417761381871,0.5239575204982901,4.117352828010773,0.9356621442026232,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image26,0,6.5928955078125,392.2113384562226,19.804326256053816,0.20487570123203053,3.4386745992162293,12.254434748955562,73.95724137931035,0.4113890970235132,0.16924098914982158,0.6352970223814393,2.988965517241379,0.9710147570343196,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image27,0,10.96429443359375,619.8329251285647,24.89644402577534,0.12659830217005014,2.7205629682514783,7.775729298153571,91.60589970501476,0.3175051802389943,0.10080953947859622,0.5640822544281998,3.771746968207145,0.9662202223374022,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image28,1,7.48370361328125,761.8197400763071,27.601082226541532,0.00137988797648702,4.36895123932326,20.6149699645549,83.91363636363639,0.03094519033723015,0.0009576048050074023,0.3086619255569769,5.391991341991342,0.9658087887878852,7.4583407311987535e-155,68.71072307845597,0.9789663559333142,0.8880994671403197,0.7987220447284346
Image29,0,5.663375854492188,421.39153341193236,20.52782339684197,0.06832950209136351,4.231537297886291,18.775103891173828,109.31949215832712,0.22893443663716226,0.05241097627837486,0.5037815676402716,4.400896191187454,0.9668151126030844,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image30,0,8.187423706054688,556.1948273936515,23.58378314422119,0.2447443816247569,3.347658899905136,11.705202935070352,78.97602441150828,0.4533060162496237,0.2054863443681041,0.6557789665804836,2.9154315605928507,0.976762481230574,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image31,0,14.399520874023438,839.0152328184427,28.96575966237452,0.1911783158235965,2.3869361437064054,6.113620838172152,67.80918387034535,0.3962298877192719,0.1569981239220268,0.6305300150612123,3.0601967972216864,0.9798476123864244,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image32,0,15.857437133789062,889.2102178159862,29.81962806300552,0.19300597869076647,2.243091725382601,5.4833791022346565,66.42953020134229,0.3982373976828315,0.15859302491319371,0.6334014114338605,3.0308724832214766,0.980139639065765,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image33,1,4.7849884033203125,285.0164028557119,16.88242881980291,0.019839314050517462,4.242888405206779,20.08745140410884,105.47288195675293,0.11950568344530592,0.014281608375729669,0.4877047862727149,3.3707904998227582,0.9294118257114624,7.4583407311987535e-155,70.45872943419783,0.9891526649000388,0.6888273314866112,0.5253521126760563
Image34,1,13.1513671875,746.8114624286827,27.327851405273023,0.027340414384269675,3.2617188125406367,13.139945292159119,88.1480354365321,0.1418237603457656,0.020113978998613155,0.4669418922463729,3.9816730912287817,0.9659551800126814,7.4583407311987535e-155,65.06804293868127,0.9633071804040382,0.7414634146341463,0.5891472868217055
Image35,1,14.833328247070312,808.6520488822556,28.43680799390564,0.039451306783101284,3.216954530192851,12.874374892892327,101.58512906846241,0.17155917446889007,0.029432550344447063,0.4950018207094404,3.8707631874298536,0.9638766109856636,7.4583407311987535e-155,65.61932400693844,0.9696555961669872,0.7809767541053529,0.6406578026592022
Image36,1,2.499725341796875,169.77475833993122,13.029764324036384,0.006372560008614621,6.258172762691046,46.79850895659317,195.51432078559742,0.06662864675715854,0.004439376568690213,0.4246345828809465,5.453764320785597,0.7939716745413408,7.4583407311987535e-155,76.65017825412473,0.9958531956636216,0.7665706051873199,0.6214953271028038
Image37,0,2.470672607421875,80.39369112046269,8.966252902994801,0.27250518675859603,3.9651965840965,16.07489258762371,13.206409681757062,0.4796239961037309,0.2300391776385116,0.7669138352778209,1.1467951591214705,0.9808422347512236,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image38,1,4.128662109375,146.18889289947762,12.090859890821564,0.01754474750841454,3.4418386732772484,12.634295023759332,26.11073684210526,0.11172740868030327,0.012483013850415508,0.5439009683590292,2.0484210526315785,0.9384981804297372,7.4583407311987535e-155,69.10745012609549,0.9782156839295568,0.6809986130374479,0.5162986330178759
Image39,1,4.9663848876953125,208.8477208436469,14.451564650363881,0.019947374971708585,3.4839897266512136,13.261903916177086,29.50135135135136,0.11939091680416755,0.014254191015339656,0.5551046521435792,2.1554054054054057,0.9565887825927044,7.4583407311987535e-155,67.91030220124836,0.9723163273167064,0.8390865639936272,0.7227813357731016
Image40,0,7.73138427734375,194.85981355839448,13.959219661513837,0.07834082796912349,2.228601317507416,5.216356497359802,28.24707086793311,0.24290052966613546,0.059000667312089125,0.6689655043194197,1.7765896940052324,0.9497675877873104,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image41,0,6.2762298583984375,174.69270329348473,13.217136728258685,0.0856515061198391,2.4855361990889886,6.3585888523572045,29.55245255997136,0.25414947687029105,0.06459195659344259,0.6966001917225961,1.7022556390977444,0.9476479126222436,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image42,0,3.94354248046875,122.2083775515938,11.054789801330182,0.09394549696698602,3.1486412329388083,10.083423327463484,34.10879654614139,0.2675396033577458,0.07157743936481993,0.6724477294778061,1.9600647598488936,0.9413136347369686,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image43,0,12.135330200195312,780.0252777267398,27.92893262777401,0.17529884258129022,2.7208664952608634,7.775748845490153,93.94147582697201,0.3781124158894888,0.1429689990497857,0.6223784933644011,3.3289712831697567,0.9738545130836866,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image44,0,17.500579833984375,1031.9562007119753,32.12407509504321,0.11804003892623532,2.223857192849924,5.267139574177202,80.36826530612244,0.3057215998007932,0.09346569658475633,0.5786500303059838,3.196632653061225,0.9772463714104141,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image45,0,20.1002197265625,1079.8277397048068,32.8607324888659,0.11631086874808395,2.014287032990722,4.446617858908882,90.75124770160231,0.303220101135258,0.09194242973247607,0.5848076625161613,3.2858768934419054,0.9730518818380643,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image46,0,6.6618194580078125,583.0062181343193,24.14552169936113,0.1824752067031868,3.9744051371133553,16.119796139519984,117.91904008438816,0.386306044317196,0.1492323598759994,0.6268657251478907,3.320411392405063,0.9758970087701768,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image47,0,9.8717041015625,759.8420511161453,27.565232651224715,0.18519045925299712,3.1387616500635787,10.135497166251943,144.6595274519803,0.3894461936269404,0.15166833773051236,0.6321881252956238,3.662077171511133,0.96706539302052,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image48,0,16.36895751953125,1098.1558244482424,33.13843424859181,0.0947370237481832,2.4095244787821493,6.038080805660165,133.23930169534256,0.27179370727450264,0.07387181931401804,0.5530409829879878,3.8794983298670194,0.9650859587235588,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image49,1,16.6468505859375,1408.2281276375604,37.526365766452265,0.014825333238118056,2.8085765549979027,8.404466771598226,137.79004524886878,0.10348737794925388,0.01070963739481172,0.4173058828934664,4.6877828054298645,0.9591731704979978,7.4583407311987535e-155,65.76991172136944,0.9638450714865106,0.7891156462585034,0.651685393258427
Image50,1,15.720870971679688,1485.6093738574207,38.54360354011312,0.007471799675623023,3.0392906240029864,9.777729303396773,154.32618949958984,0.07292603900707946,0.005318207165262075,0.3946056803557806,5.376640689089418,0.9609359430229252,7.4583407311987535e-155,68.41914079104383,0.9761360856856676,0.9186415094339624,0.8495254048017867
Image51,1,13.524169921875,1357.2764187713385,36.841232590283106,0.005722021357245405,3.2814670631194724,11.332849050584352,116.97306397306394,0.06365919747096031,0.004052493422646721,0.3627150440212263,5.1336825040528735,0.9674065420357078,7.4583407311987535e-155,65.40884083440402,0.9602960853168688,0.8142660234321157,0.6867189770415577
Image52,1,6.07012939453125,791.1150483936592,28.126767471461395,0.022536603809512026,4.988156953986015,25.513992572599026,192.83792892156865,0.12845123553088095,0.016499719909409852,0.3989208234360377,5.061580882352942,0.9640312636840398,7.4583407311987535e-155,66.45106992034408,0.969109327376542,0.7684325505188422,0.6239467849223946
Image53,1,3.0579376220703125,395.29089956534966,19.88192394023651,0.014508265717523625,6.873150961625887,48.66126611755078,191.11594202898547,0.10217455545075056,0.010439639781558496,0.3962895951632105,5.734299516908213,0.9531817528676662,7.4583407311987535e-155,68.14590951893149,0.9802895127176879,0.6782511210762332,0.5131467345207803
Image54,1,1.593841552734375,177.46701824046124,13.321674753590903,0.003328257790967711,9.007385999485157,85.73181057536753,193.99191919191918,0.04816286182376624,0.002319661259055199,0.23820072538382325,7.169696969696969,0.9159715720654432,7.4583407311987535e-155,69.39025574130392,0.9852095214785772,0.7277321541377132,0.5719960278053625
Image55,1,3.7631683349609375,379.8073077819332,19.48864561178979,0.051324941386308914,5.646573993538781,33.20807481809671,199.15668202764977,0.1969664496332885,0.03879578228114277,0.4525056592374948,5.077682685977617,0.9557551505296816,7.4583407311987535e-155,69.24167985578981,0.9825598575120328,0.8831849135673128,0.7908067542213884
Image56,1,4.8972015380859375,539.6138145220884,23.22958920261158,0.004555595265314022,5.19714161875378,28.20339710871325,119.67202797202795,0.05637400345408203,0.0031780282654408523,0.3597616895638482,4.9237762237762235,0.9437593054255896,7.4583407311987535e-155,64.83244791359806,0.9637499530147902,0.7331454584868848,0.578713210130048
Image57,1,6.0711669921875,597.813443183378,24.45022378595701,0.0035236343211044424,4.601963994596894,22.38982815084667,93.3083950617284,0.049674140104205226,0.00246752019509221,0.3385043111896869,5.076790123456791,0.9641998397290652,7.4583407311987535e-155,66.59159687171682,0.9713030161633441,0.8497712717291858,0.7387846006999682
Image58,1,8.928085327148438,484.8279886430098,22.018809882530206,0.003818081560219785,3.233991407429722,11.70817545125575,37.982737768004405,0.05153185212710222,0.002655531783649529,0.3924074713026872,3.5757009345794395,0.9595163824270329,7.4583407311987535e-155,65.94865895906648,0.9670308506647042,0.7068965517241379,0.5466666666666666
Image59,0,8.625411987304688,325.23091307497725,18.034159616543747,0.09359280834512808,2.5335056950689974,6.7418943063338315,52.396165723108595,0.26969031118093256,0.07273286394486825,0.5803287957678094,2.8912763767370047,0.9564118926551392,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image60,0,6.2646484375,417.03226824174635,20.421367932676453,0.2396189469028146,3.716819508056157,14.43211237641856,63.42018691588786,0.4481303392354886,0.2008208009433141,0.6522847829818235,2.8033644859813083,0.979181073756756,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image61,0,17.310012817382812,939.7560424548557,30.6554406664601,0.06383724525414343,2.2805324030423533,5.670443964163578,98.46883173496077,0.22084971258420386,0.04877459554852544,0.5075624565463255,4.109524847428074,0.964136018939991,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image62,0,10.197021484375,554.5273092860043,23.548403540070485,0.07402697686686872,2.782879498261601,8.144412317856332,148.88992974238874,0.23883640288541824,0.05704282734324584,0.5039656338081531,4.8800936768149885,0.9307108835940304,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image63,1,1.259246826171875,172.20781374777778,13.122797481778715,0.03620832610749125,11.560336467509835,140.15195323666126,1187.851111111111,0.16428483244913233,0.02698950617283949,0.3602161522848838,16.006666666666668,0.8699981802084872,7.4583407311987535e-155,76.39004393047554,0.995980067849088,0.7074829931972789,0.5473684210526316
Image64,0,32.974334716796875,2630.774546468839,51.29107667488409,0.05857511613599883,1.9900641167793882,4.263510446596431,386.9463798288226,0.21103589950031856,0.04453615087790856,0.5008450709467818,6.379273652556098,0.944384262188858,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image65,1,1.6103668212890625,123.88403752791793,11.130320639043507,0.39776077922236863,7.690002928533198,63.479357164888704,137.5260243632337,0.5924214501648624,0.3509631746154385,0.7159725149547083,3.7281284606866003,0.9533479680671566,7.4583407311987535e-155,73.9165925634635,0.99279518552587,0.6513761467889908,0.4829931972789116
Image66,1,12.086151123046875,880.7494353601406,29.677422990551936,0.003763305558726133,3.4855849518381454,14.36548875869105,87.65331715210354,0.05125417102471664,0.002626990047430902,0.4020668142720101,4.863875404530744,0.9652163939341304,7.4583407311987535e-155,65.80949326458986,0.9675576692826192,0.7345395625168782,0.5804524114383269
Image67,1,10.184295654296877,703.1748709901398,26.517444654229784,0.0035941325417812443,3.595046959133428,15.171542237592893,88.66976322646427,0.050016832940884944,0.002501683577436393,0.38693537835134856,4.974736603602583,0.9552990428311394,7.4583407311987535e-155,68.08579859641233,0.9774527742694384,0.7833209233060313,0.6438188494492044
Image68,0,15.321746826171875,572.974126313729,23.936877956695376,0.054276161281525584,2.063548933971268,4.674106882921276,83.71907894736842,0.20236755920188187,0.04095262901732717,0.5564646050855234,3.7141917293233084,0.943998260261024,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image69,0,14.551651000976562,560.8827134913333,23.6829625150937,0.05800513766427993,2.118363381069903,4.890460234322362,92.39438561930555,0.2094750640956136,0.04387980247786143,0.5645901999197466,3.6798818025116966,0.9390496192854692,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image70,0,13.88385009765625,555.9596305851851,23.57879620729577,0.06251397532497678,2.1630524943992646,5.026004334093273,87.37668918918921,0.21787023030629799,0.04746743725371931,0.5676607594235366,3.6769425675675684,0.9421968250557312,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image71,0,12.838165283203125,540.5816378566947,23.25041156316796,0.06910324843043965,2.260164371903836,5.430977176293551,75.47950819672131,0.2296720633304264,0.05274925667445536,0.5830881703721502,3.325591985428052,0.9520150980954942,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image72,0,5.8856964111328125,297.07932425696146,17.23598921608393,0.10511890062687,3.3058857882376738,11.22601078142043,91.96255411255413,0.2868994751146281,0.0823113088210491,0.601038983500402,3.866233766233768,0.9439788529425828,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image73,1,7.081207275390625,1126.526072315619,33.563761295713256,0.0028834795753350725,5.136202606931367,26.94673678442728,202.8146877144818,0.044859013254637516,0.002012331070179744,0.29788114923222225,7.45710363761153,0.9601272691502012,7.4583407311987535e-155,70.19619817647248,0.9851115488311988,0.8847392144236961,0.7933025404157044
Image74,1,13.193695068359375,1924.0575602508447,43.864080524397686,0.001732271670781742,3.739343440580886,14.319589783636387,152.26790352504636,0.03470379745673895,0.0012043535579183606,0.31544207425758425,6.412615955473099,0.9610773000995332,7.4583407311987535e-155,67.29647421667961,0.9755613559496537,0.8386500231160425,0.7221337579617835
Image75,1,20.890625,2384.714865170419,48.8335424188172,0.004747905525441085,2.8450181869832782,8.383018192175468,190.64391810517864,0.05784790895978125,0.003346380571019139,0.3493342848207213,6.827378562826175,0.9570972654280262,7.4583407311987535e-155,68.87761105688858,0.9784185869753772,0.8738621586475943,0.7759815242494227
Image76,1,20.979721069335934,2451.800174203141,49.51565584946988,0.0036581978036381037,2.8701575581842214,8.508726025932702,213.81740998363338,0.050607903284100114,0.0025611598748128306,0.3416093155466124,7.291837152209491,0.952467798734322,7.4583407311987535e-155,68.40305579184553,0.9772629443644428,0.8568404339772426,0.749537037037037
Image77,1,0.7709808349609375,164.8053248997255,12.83765262420375,0.00811428137290462,16.92571391976999,289.74180056274287,138.73303167420818,0.07537706447492165,0.005681701848856496,0.18304551960562127,8.552036199095022,0.8786111292748318,7.4583407311987535e-155,76.49223558229241,0.9962414044002652,0.7543859649122807,0.6056338028169014
Image78,1,6.5665283203125,897.3366051105576,29.955577195416502,0.005889752781833168,4.794583645546079,23.095225366925828,45.641596045197744,0.06402937454548306,0.004099760804685755,0.3842799988716695,3.756709039548023,0.7632601104624591,7.4583407311987535e-155,79.40034388711535,0.9976440512677628,0.7074829931972789,0.5473684210526316
Image79,0,11.64813232421875,1283.1644199029233,35.82128445356089,0.15100232009319067,3.4160791376130324,11.907516546994133,228.95623327982884,0.3489035054789755,0.12173365613551748,0.5929649087977144,4.582771535580525,0.972023412083694,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image80,0,15.345489501953125,1561.473495387687,39.515484248427065,0.1938203604230209,2.9359592013060216,8.914272528643691,215.72669276497032,0.3992714585390459,0.1594176976038971,0.6302045663049203,4.196317239379441,0.9737133008874576,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image81,1,4.964813232421875,818.5519990325682,28.61034776147553,0.0021073377130592466,6.086602863743472,37.948343355859926,94.3016129032258,0.038253358792359415,0.001463319458896982,0.30372786201583096,5.241397849462365,0.9458070105974741,7.4583407311987535e-155,69.29064254823284,0.9823307862784426,0.7637921799678629,0.6178509532062392
Image82,1,8.291000366210938,1472.4573083599396,38.37261143524036,0.007044387854416134,5.0223994867422155,26.008401275080573,145.52099483204137,0.07082818551303663,0.005016631863069129,0.3009231614892341,6.3510981912144695,0.9805203217846972,7.4583407311987535e-155,68.35515517957691,0.9799246320502422,0.8540165465705898,0.7452258965999069
Image83,1,10.020339965820312,1851.2610669180829,43.026283443008225,0.008837980178092576,4.6747352516054175,22.39178538675178,163.48861111111108,0.07942185964911333,0.0063078317901234535,0.3633907450250354,6.2363888888888885,0.9815935479481852,7.4583407311987535e-155,70.92060215788817,0.9860060071355056,0.9374613003095976,0.8822843822843823
Image84,1,9.743942260742188,1785.4357157741306,42.25441652388695,0.008802016570993698,4.706602322829737,22.669873268971376,162.6150793650794,0.07924097439569784,0.00627913202317964,0.3856273364216933,6.496598639455782,0.9809605649264028,7.4583407311987535e-155,70.24499582265334,0.984170698650882,0.9292283086765294,0.8678117998506348
Image85,1,9.611495971679688,1588.090410266079,39.850852064492656,0.008884880749689383,4.516749498128412,20.94220230771957,254.26497085320614,0.07963068499739817,0.0063410459931548535,0.369121986903904,5.865924748277688,0.9603571444766432,7.4583407311987535e-155,66.3149479126881,0.971867128912812,0.8213921208409879,0.6969172151021822
Image86,1,0.589263916015625,90.32571649678208,9.503984243294076,0.005255876046276396,16.508444042342866,277.6103562753986,88.60504201680672,0.06045165785688302,0.003654402937645647,0.1955356698789589,6.73109243697479,0.9000016178440388,7.4583407311987535e-155,81.42139080132137,0.9984184942172588,0.891566265060241,0.8043478260869565
Image87,0,12.881484985351562,752.1583246795168,27.4255050031812,0.1259266157340978,2.5702793795002568,6.9673052095122685,103.1276992481203,0.3165979796831349,0.10023428073944264,0.5791733710713441,3.6886616541353385,0.9662440750351976,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image88,0,17.993270874023438,980.6779311675067,31.31577767144713,0.07387749516513703,2.2199079872000116,5.267758692610529,116.17493734335841,0.2384286545597657,0.056848223315180114,0.5302473042818537,4.185864661654136,0.9620082630396524,7.4583407311987535e-155,Exaclty Same,1.0,1.0,1.0
Image89,1,0.47894287109375,55.55311878869294,7.453396459916306,0.0073331205437799345,15.870635225007026,254.69081774691944,83.43181818181819,0.07146955403073185,0.0051078971533517,0.3248102567689549,5.106060606060606,0.8695211748188779,7.4583407311987535e-155,75.77867649693572,0.9960123226102398,0.7302452316076294,0.575107296137339
Image90,1,6.150177001953125,472.1130156521288,21.728161810243613,0.005802262994358064,4.0469783130563295,17.201468375876082,88.20577319587629,0.06360148003232352,0.00404514826230205,0.3992074496504701,4.90680412371134,0.9239757298727886,7.4583407311987535e-155,71.3417015046086,0.987658752307381,0.8210800260247235,0.6964679911699779
Image91,1,1.5607757568359375,170.38693801043215,13.05323477190356,0.00696869730571685,8.778303966470776,78.9645112969009,101.52691511387164,0.06994667057719661,0.004892536724834863,0.31741329613668995,5.72567287784679,0.9526817675522103,7.4583407311987535e-155,70.93495901333972,0.9886865541031552,0.7369337979094077,0.5834482758620689
Image92,1,5.941864013671875,629.832100000579,25.09645592510184,0.003987692050015567,4.710692319792686,23.54834202724248,114.171654432524,0.05282672664194512,0.0027906630477027945,0.3739015735014911,4.457933370976849,0.9459422445761764,7.4583407311987535e-155,64.3488441039163,0.9579717732622836,0.6521739130434783,0.4838709677419355
