Image,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation,Coarseness,PSNR,SSIM,MSE,DC,Class
Image35,14.9639282226563,1166.52417555002,34.1544166331387,0.684366283183411,1.99176033900112,5.00936179138725,219.626255230126,0.803917670102693,0.646283620303342,0.883722139995512,2.81589958158996,0.917266548971143,7.45834073119875E-155,56.025519099457,0.766092488483341,0.162378472222222,0.197511797511797,1
Image36,3.37451171875,439.113558025099,20.9550365789492,0.944494570171796,6.34112935464475,42.7315424503369,65.1615411436541,0.967417686447966,0.935896980052334,0.977074481828568,0.714609483960948,0.935023651551875,7.45834073119875E-155,65.0680429386813,0.963307180404038,0.020243055555556,0.741463414634146,1
Image37,4.10691833496094,543.866654530972,23.3209488342771,0.936279469012152,5.72877589033027,34.7626024088146,56.0829846582985,0.962536380810428,0.926476284383637,0.975015105320419,0.631136680613668,0.954842818426324,7.45834073119875E-155,65.6193240069384,0.969655596166987,0.017829861111111,0.780976754105353,1
Image38,2.06814575195312,317.204369945735,17.8102321698998,0.972503096026643,8.55993826759611,74.480851815226,35.3557531380753,0.983944187032348,0.968146163194748,0.98990618250463,0.278591352859135,0.951208322796075,7.45834073119875E-155,63.9280364299509,0.964108418802569,0.026319444444445,0.535539215686274,1
Image39,1.6668701171875,272.261860377213,16.5003594014559,0.979015207123455,9.87847926269784,99.0138508085074,29.382810320781,0.987761735667594,0.975673246449058,0.990971372331503,0.25,0.952760989353806,7.45834073119875E-155,64.2955172786716,0.96523884921822,0.024184027777778,0.488431876606684,1
Image40,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,65.5856249449819,,0.01796875,0,1
Image41,0.023284912109375,1.56357062419193,1.25042817634278,0.998949902886618,54.4103873575459,3003.38021058661,1.86596931659693,0.999389831005893,0.998780034317988,0.999541590364511,0.027859135285914,0.47773678068478,7.45834073119875E-155,72.4106438437552,0.99289879127497,0.003732638888889,0.107883817427386,1
Image42,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,66.9211818752055,,0.013211805555556,0,1
Image43,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,64.0500536076809,,0.025590277777778,0,1
Image44,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,60.7906994556472,,0.054201388888889,0,1
Image45,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,60.9249042333455,,0.052552083333333,0,1
Image46,0.74224853515625,128.722257367815,11.3455831656119,0.989965499412926,15.5162788976935,246.195965801792,46.370990237099,0.994159769749128,0.988353647787639,0.995177336743696,0.325627615062761,0.842336268108464,7.45834073119875E-155,63.5182784722035,0.960118446899687,0.028923611111111,0.254252461951656,1
Image47,3.10362243652344,646.325531013628,25.4229331709311,0.968880839463148,8.16977224209466,68.1971629688801,93.4745815899582,0.981817017242957,0.963964655347858,0.986456590243894,0.579986052998605,0.936688842085423,7.45834073119875E-155,65.3132124977536,0.966883315617538,0.019131944444445,0.6375,1
Image48,0.820068359375,116.529864348704,10.7948999230518,0.987485013450492,13.4546947375238,186.424626101011,14.8259065550907,0.99271277083885,0.985478645386548,0.994251249681195,0.162900976290098,0.944315158776107,7.45834073119875E-155,65.4901717659196,0.972349964980857,0.018368055555556,0.421857923497268,1
Image49,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,73.5865899624343,,0.002847222222222,0,1
Image50,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,inf,,0,,0
Image51,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,69.5650250317022,,0.0071875,0,1
Image52,0.199996948242188,28.3112214612856,5.32082902011384,0.996581112662011,26.7470524735355,721.158722618725,13.9660041841004,0.998012574152069,0.996029098165638,0.998429013669158,0.107705718270572,0.784113276357231,7.45834073119875E-155,65.0792312956267,0.970268990032192,0.020190972222222,0.092115534738486,1
Image53,0.379058837890625,53.4659291291355,7.31204001145614,0.993735360479987,19.2962742016311,374.123618597381,21.3116108786611,0.996356403997122,0.992726083786076,0.997149640090382,0.16534170153417,0.825553040105791,7.45834073119875E-155,61.5338199620542,0.939663625394485,0.045677083333333,0.118002011397922,1
Image54,3.01496887207031,387.80068633364,19.6926556445199,0.951911317090457,6.46313301333978,42.9789348511586,55.5499651324965,0.971811083904941,0.944416782800497,0.980578316696178,0.53197350069735,0.937281914700325,7.45834073119875E-155,63.2503912674009,0.94942898316742,0.030763888888889,0.62975344755537,1
Image55,0.714096069335938,97.5821714507936,9.87836886590056,0.988620692691418,13.800209799699,191.62707558486,23.7107043235704,0.993375363039963,0.986794611894779,0.995396889845249,0.193061366806137,0.893653827442964,7.45834073119875E-155,62.4942626455164,0.949949680448963,0.036614583333333,0.244356861340021,1
Image56,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,71.1411035653189,,0.005,0,1
Image57,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,64.8928415755188,,0.021076388888889,0,1
Image58,4.50592041015625,648.800789875603,25.471568264942,0.93537388695476,5.58396486494525,32.4394882613962,106.88249651325,0.961996787611909,0.925437819375633,0.973803548403173,0.915550906555091,0.927858365218273,7.45834073119875E-155,65.7699117213694,0.96384507148651,0.017222222222222,0.789115646258503,1
Image59,7.42115783691406,1056.10456333687,32.4977624358489,0.899444703109173,4.25536950949076,19.2185158448084,89.3995467224547,0.940450970948594,0.884448028758153,0.961013745363112,0.852719665271967,0.962913696083076,7.45834073119875E-155,68.4191407910438,0.976136085685667,0.009357638888889,0.918641509433962,1
Image60,5.76899719238281,854.828265756937,29.237446293357,0.922001471950346,4.95641290277405,25.6466490591906,116.318723849372,0.954013575909287,0.910141903019224,0.969477348995922,0.965550906555091,0.940401858156804,7.45834073119875E-155,65.408840834404,0.960296085316869,0.018715277777778,0.814266023432116,1
Image61,3.31694030761719,422.028400006591,20.5433298178896,0.946996543690719,6.21771090399391,40.6802711438595,45.6897838214784,0.968900543890913,0.938768263952107,0.979167787511385,0.482845188284519,0.952595507335698,7.45834073119875E-155,64.8324479135981,0.96374995301479,0.021371527777778,0.733145458486885,1
Image62,0.181961059570313,32.3781182063288,5.69017734401388,0.997330523759351,31.2759490087322,979.992891364049,23.9438981868898,0.998448420523583,0.996899248446037,0.998828703122428,0.138005578800558,0.676367600585016,7.45834073119875E-155,61.0960985530522,0.94000525154202,0.050520833333333,0.044021024967149,1
Image63,1.93785095214844,200.62320058383,14.1641519542763,0.959999257246491,7.33690936476495,55.8993677530657,39.6760460251046,0.976587871130915,0.953723870040013,0.983216712980694,0.478486750348675,0.913419356738033,7.45834073119875E-155,65.9486589590665,0.967030850664704,0.016527777777778,0.706896551724138,1
Image64,0.578811645507813,60.9130889274037,7.80468378138434,0.987007366524916,13.6951614060107,192.256412187838,21.3706415620642,0.99243392117777,0.984925087904283,0.994117967418223,0.249581589958159,0.846447327528085,7.45834073119875E-155,67.0603535643207,0.975090996388002,0.012795138888889,0.082191780821918,1
Image65,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,76.5442475191505,,0.001440972222222,0,1
Image66,2.37484741210937,384.525318149116,19.6093171260275,0.967459431803078,8.23628909656295,69.3592991522047,112.85,0.980980940331555,0.962323605293781,0.985635129462691,0.793654114365411,0.871526823992157,7.45834073119875E-155,60.3242307651449,0.913593939864964,0.060347222222222,0.354143441099963,1
Image67,0.037933349609375,7.25555844532573,2.69361438318957,0.999429887211219,71.0293594446558,5048.24810646855,7.61673640167364,0.999668761909258,0.999337633537189,0.999728387905098,0.040167364016736,0.540591374952842,7.45834073119875E-155,60.203482961215,0.922307277483269,0.062048611111111,0.007222222222222,1
Image68,6.3646240234375,770.928771556879,27.765604109345,0.893997739427832,4.25077113589447,19.2524643741856,143.731868898187,0.937156775773679,0.878262822378518,0.954746458896188,1.43940027894003,0.918317752945936,7.45834073119875E-155,63.0750647379604,0.936634163481248,0.03203125,0.637880274779195,1
Image69,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,65.2739805704509,,0.019305555555556,0,1
Image70,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,inf,,0,,0
Image71,28.0055541992187,2924.76604245485,54.0811061504371,0.609601320129136,1.60053968906643,3.64154243843783,207.692642956764,0.752825107736581,0.566745642838595,0.833630595573859,2.83281032078103,0.96874396590205,7.45834073119875E-155,54.4384517097843,0.731071612750071,0.234010416666667,0.041527412358672,1
Image72,31.0310211181641,3140.19535697319,56.0374460247181,0.576534399349445,1.42022598170782,3.02747101492952,244.317852161785,0.729421017736,0.532055021115021,0.824646119012343,2.90460251046025,0.96572613764778,7.45834073119875E-155,53.9498632055754,0.705251102477794,0.261875,0.003172085646312,1
Image73,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,inf,,0,,0
Image74,30.8587646484375,3067.6402089692,55.3862817759886,0.575292405229887,1.4152161763617,3.03339785105884,171.596373779637,0.728509261886644,0.530725744654623,0.831733707242237,2.30718270571827,0.975356430567131,7.45834073119875E-155,53.8906695598275,0.708240008511658,0.26546875,0,0
Image75,0.865997314453125,143.555840675012,11.9814790687549,0.987574878342418,13.8069742378846,191.886653950436,69.809170153417,0.992765158730553,0.9855826603893,0.994320584885415,0.438772663877266,0.787166747816356,7.45834073119875E-155,70.4074846529862,0.986873814563755,0.005920138888889,0,0
Image76,0.03045654296875,6.07848888089939,2.46545916228588,0.999549903027509,80.9460860335958,6553.5847451055,6.94609483960948,0.999738496916009,0.999477062215881,0.999825666859247,0.034797768479777,0.4999128218197,7.45834073119875E-155,60.6740388436268,0.935138178885973,0.055677083333333,0.006197706848466,1
Image77,3.1190185546875,461.219452682941,21.4760204107498,0.955389908966912,7.00896556189985,51.7081598582652,60.4523012552301,0.973867722281292,0.948418340501353,0.98124996884598,0.600453277545328,0.942614664775454,7.45834073119875E-155,65.8094932645899,0.967557669282619,0.017065972222222,0.734539562516878,1
Image78,2.00596618652344,181.460891633619,13.4707420595014,0.951000806031517,6.96261231190415,53.0462163935077,43.2420850767085,0.971271702830281,0.943368720718834,0.979903590054294,0.622001394700139,0.895665155294091,7.45834073119875E-155,65.1583674038129,0.96319555389358,0.019826388888889,0.394485683987275,1
Image79,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,inf,,0,,0
Image80,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,inf,,0,,0
Image81,5.93547058105469,1120.74347419324,33.4775069889207,0.937658522066485,5.52140560352237,31.4615250749848,127.555822873082,0.963356438573119,0.928055627740284,0.975721529715833,0.780962343096234,0.950159069524198,7.45834073119875E-155,67.2964742166796,0.975561355949654,0.012118055555556,0.838650023116042,1
Image82,5.37722778320313,975.058350810041,31.2259243387612,0.940237718716939,5.70052580052493,33.5266238768612,138.902370990237,0.964890116222982,0.931012936384799,0.975238302421901,0.906136680613668,0.93761868366308,7.45834073119875E-155,68.8776110568886,0.978418586975377,0.008420138888889,0.873862158647594,1
Image83,2.75784301757812,498.248049140404,22.3214705864198,0.967102379550971,8.04050610811208,65.8867369076915,122.675488145049,0.980771277922104,0.961912299596957,0.985147271464946,0.769595536959554,0.892216174531921,7.45834073119875E-155,65.7133678253461,0.9683348120405,0.017447916666667,0.613015017327686,1
Image84,0.45721435546875,106.133835574277,10.3021277207321,0.995682148197992,22.5338207918238,509.434622229317,25.4963389121339,0.997489578369759,0.99498545895628,0.998140750302059,0.124023709902371,0.894866402766525,7.45834073119875E-155,76.4922355822924,0.996241404400265,0.001458333333333,0.754385964912281,1
Image85,0.226333618164062,39.489612681666,6.28407611997707,0.996880852932835,27.7736696582716,773.286489856047,19.1673988842399,0.998186912883637,0.996377113052166,0.998409305027426,0.118096234309623,0.787581858555699,7.45834073119875E-155,79.4003438871153,0.997644051267763,0.000746527777778,0.707482993197279,1
Image86,2.18159484863281,433.687646329567,20.825168578659,0.976604540413371,9.51450520762834,91.8653320636839,80.7996164574616,0.986349687074937,0.972885705192826,0.989562786591172,0.496234309623431,0.918448175506839,7.45834073119875E-155,69.2906425482328,0.982330786278443,0.00765625,0.763792179967863,1
Image87,7.61418151855469,1620.0110465496,40.2493608216279,0.930487630062265,5.18156985115464,27.9359639501399,94.7302649930265,0.959085127470709,0.919844281735507,0.973676876446104,0.638633193863319,0.974390363326243,7.45834073119875E-155,70.9206021578882,0.986006007135506,0.005260416666667,0.937461300309598,1
Image88,0.168853759765625,41.4913817794623,6.44138042499139,0.99832013184167,38.1281266516946,1454.6447177583,23.1680962343096,0.999023762154339,0.99804847734901,0.999475250422129,0.094560669456067,0.75563552685641,7.45834073119875E-155,61.3893394025692,0.943718171902229,0.047222222222222,0.03202846975089,1
Image89,1.81045532226563,406.40813086094,20.1595667329668,0.981608260059637,11.0709072749107,123.489230090254,158.391073919107,0.989278869579915,0.978672681797315,0.9925935770583,0.724372384937238,0.82941428850486,7.45834073119875E-155,61.1607515134464,0.934358036392535,0.049774305555556,0.267688378033206,1
Image90,6.16731262207031,1206.07426063529,34.7285798822136,0.937013944224647,5.5463365682829,31.9303825094994,124.765690376569,0.962972952375538,0.927316907006861,0.975833010252248,0.80139470013947,0.954698336302516,7.45834073119875E-155,66.3149479126881,0.971867128912812,0.015190972222222,0.821392120840988,1
Image91,0.12890625,22.1222096085548,4.7034253059398,0.998170049902532,37.0339264560733,1391.98916318346,9.61014644351465,0.998936548141617,0.997874227213089,0.9990591683785,0.068758716875872,0.809888794949421,7.45834073119875E-155,73.4050673389897,0.994426626309776,0.00296875,0,1
Image92,0.1087646484375,13.5923895980814,3.68678580854399,0.998020169987246,33.8854652367657,1149.47584507831,4.77747559274756,0.998849401368161,0.997700126613534,0.999298171948704,0.039853556485356,0.846180999585005,7.45834073119875E-155,71.5686233695284,0.99282426204955,0.00453125,0.304,1
Image93,0.103408813476563,12.9736226773975,3.60189154159277,0.998080100709432,34.8306362900718,1214.77259586841,5.23413528591353,0.998884253048326,0.997769750987912,0.999189164489334,0.044177126917713,0.823440710059725,7.45834073119875E-155,71.9329160257952,0.992497236859959,0.004166666666667,0.281437125748503,1
Image94,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,67.1376427809398,,0.012569444444445,0,1
Image95,0.02618408203125,3.45644572669698,1.85915188370853,0.999459889794931,71.011233748629,5044.8046416943,2.97988145048815,0.999686195356915,0.999372489187184,0.999730765240295,0.023152022315202,0.622714331476859,7.45834073119875E-155,65.8762748698273,0.978708106049482,0.016805555555556,0.026156941649899,1
Image96,2.71449279785156,368.158579829275,19.1874589205886,0.958018336820614,7.16062868154708,53.9544126540913,52.898709902371,0.97541950732374,0.951443215267687,0.982712158035984,0.509135285913529,0.937093458297063,7.45834073119875E-155,64.3488441039163,0.957971773262284,0.023888888888889,0.652173913043478,1
Image97,0.12774658203125,24.8827361531003,4.98825983215593,0.998469967050803,39.0750042715447,1529.57163175753,9.98012552301255,0.999110887711221,0.998222565943105,0.999355414689531,0.055020920502092,0.824473297729108,7.45834073119875E-155,61.5936548210665,0.945054392352666,0.045052083333333,0.032077582991421,1
Image98,0.77471923828125,119.614392819247,10.9368365087555,0.988829922888236,14.1589255071272,202.843399887837,34.0635634588563,0.99349741044525,0.987037104561418,0.995455375007893,0.245955369595537,0.875361392432533,7.45834073119875E-155,62.346480980388,0.948963009363392,0.037881944444445,0.23169014084507,1
Image99,0.088211059570313,15.4771011403291,3.93409470403663,0.998679918132375,44.6744029499909,2000.73138435858,11.4055439330544,0.999232921767094,0.998466431943204,0.999386114056938,0.068410041841004,0.677499583568132,7.45834073119875E-155,62.2773715117664,0.952866536035883,0.038489583333333,0.028909329829172,1
Image100,3.16056823730469,387.15294061378,19.6762023930885,0.948111237709857,6.20650894637596,40.0642627752948,31.7965829846583,0.969561815373315,0.940050113829998,0.97806530563806,0.396896792189679,0.964038527221718,7.45834073119875E-155,71.0221113323218,0.986886326297616,0.005138888888889,0.916004540295119,1
Image101,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,128.882058587147,,0.000138888888889,0,1
Image102,0.973800659179688,196.694769353461,14.024791240994,0.989606862823802,14.3845695765378,208.314118024397,41.979009762901,0.993950609924138,0.987937814968566,0.995717446235641,0.234937238493724,0.906592123761946,7.45834073119875E-155,107.378332407812,0.972013107422677,0.019635416666667,0.357751277683135,1
Image103,0.509292602539063,95.7717271333575,9.78630303706959,0.993705366422816,19.4263927999632,383.719478207508,34.4529986052998,0.996338951638192,0.992691306551492,0.996926370077944,0.211889818688982,0.842560338496942,7.45834073119875E-155,104.248728884806,0.950585412532328,0.040364583333333,0.133432724562057,1
Image104,0.203292846679687,33.4031761251429,5.77954809004501,0.997270610810011,28.4129972389708,808.464660719426,9.16311018131102,0.998413569307347,0.996829655377036,0.999150255943716,0.058682008368201,0.879948971627621,7.45834073119875E-155,103.861202994886,0.948128385570703,0.044131944444445,0.05991124260355,1
Image105,0.344711303710937,64.0435886341131,8.00272382593034,0.995801952515812,23.3144570715832,547.638772484232,18.9077057182706,0.997559297073689,0.995124551178152,0.997943423549319,0.121652719665272,0.870794895557085,7.45834073119875E-155,104.000077971113,0.949139923460742,0.042743055555556,0.090169992609017,1
Image106,0.033401489257813,5.63893173624183,2.37464349666257,0.999459889356467,71.2773056167828,5094.69711105407,4.79347977684798,0.999686195204899,0.999372488883247,0.999725002572439,0.029986052998605,0.627989565689094,7.45834073119875E-155,123.141745909869,0.998124832471235,0.000520833333333,0,1
Image107,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,106.717100707448,,0.022864583333333,0,1
Image108,0.219024658203125,41.5921846900055,6.44920031399285,0.997390448985384,29.6147861452394,883.599145671292,12.2462343096234,0.998483275545924,0.996968851544917,0.998822222080726,0.074686192468619,0.871145143980302,7.45834073119875E-155,106.667916208723,0.968936594715762,0.023125,0.102425876010782,1
Image109,0.119430541992188,18.3187106443302,4.28003629007163,0.998050151406635,35.8268349524068,1284.83159293032,11.3787308228731,0.998866832837295,0.997734949742408,0.999274286884291,0.075488145048815,0.728164990135932,7.45834073119875E-155,105.970590969828,0.964167280777242,0.027152777777778,0.061224489795918,1
Image110,0.641830444335938,90.9592053226693,9.53725355239491,0.98984605207719,14.843436994045,221.727348162942,28.0195258019526,0.99409008588298,0.988215098850831,0.99580046159668,0.217119944211994,0.865179628012818,7.45834073119875E-155,106.393134502491,0.96405640214538,0.024635416666667,0.294380905022377,1
Image111,0,0,0,1,,,0,1,1,1,0,1,7.45834073119875E-155,65.4819697902635,,0.018402777777778,0,1
Image112,0.046432495117188,8.82914117564451,2.97138707940324,0.999369884784467,63.9867760613547,4095.50161136722,6.24808228730823,0.999633895622071,0.999267925276557,0.999733268464083,0.033228730822873,0.690308154556379,7.45834073119875E-155,62.506635716048,0.956528064031041,0.036510416666667,0.014988290398127,1
