Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
-1,6.3395233154296875,293.8783809818088,17.14288135004757,0.06996544362839853,3.1808493378876923,10.439425857143151,92.8457098884186,0.2314177556148592,0.05355417761381871,0.5239575204982901,4.117352828010773,0.9356621442026232
-1,6.5928955078125,392.2113384562226,19.804326256053816,0.20487570123203053,3.4386745992162293,12.254434748955562,73.95724137931035,0.4113890970235132,0.16924098914982158,0.6352970223814393,2.988965517241379,0.9710147570343196
-1,10.96429443359375,619.8329251285647,24.89644402577534,0.12659830217005014,2.7205629682514783,7.775729298153571,91.60589970501476,0.3175051802389943,0.10080953947859622,0.5640822544281998,3.771746968207145,0.9662202223374022
1,7.48370361328125,761.8197400763071,27.601082226541532,0.00137988797648702,4.36895123932326,20.6149699645549,83.91363636363639,0.03094519033723015,0.0009576048050074023,0.3086619255569769,5.391991341991342,0.9658087887878852
-1,5.6633758544921875,421.39153341193236,20.52782339684197,0.06832950209136351,4.231537297886291,18.775103891173828,109.31949215832712,0.22893443663716226,0.05241097627837486,0.5037815676402716,4.400896191187454,0.9668151126030844
-1,14.399520874023438,839.0152328184427,28.96575966237452,0.1911783158235965,2.3869361437064054,6.113620838172152,67.80918387034535,0.3962298877192719,0.1569981239220268,0.6305300150612123,3.0601967972216864,0.9798476123864244
-1,15.857437133789062,889.2102178159862,29.81962806300552,0.19300597869076647,2.243091725382601,5.4833791022346565,66.42953020134229,0.3982373976828315,0.15859302491319371,0.6334014114338605,3.0308724832214766,0.980139639065765
1,4.7849884033203125,285.0164028557119,16.88242881980291,0.019839314050517462,4.242888405206779,20.08745140410884,105.47288195675293,0.11950568344530592,0.014281608375729669,0.4877047862727149,3.3707904998227582,0.9294118257114624
1,13.1513671875,746.8114624286827,27.327851405273023,0.027340414384269675,3.2617188125406367,13.139945292159119,88.1480354365321,0.1418237603457656,0.020113978998613155,0.4669418922463729,3.9816730912287817,0.9659551800126814
1,14.833328247070312,808.6520488822556,28.43680799390564,0.039451306783101284,3.216954530192851,12.874374892892327,101.58512906846241,0.17155917446889007,0.029432550344447063,0.4950018207094404,3.8707631874298536,0.9638766109856636
1,4.128662109375,146.18889289947762,12.090859890821564,0.01754474750841454,3.4418386732772484,12.634295023759332,26.11073684210526,0.11172740868030327,0.012483013850415508,0.5439009683590292,2.0484210526315785,0.9384981804297372
1,4.9663848876953125,208.8477208436469,14.451564650363881,0.019947374971708585,3.4839897266512136,13.261903916177086,29.50135135135136,0.11939091680416755,0.014254191015339656,0.5551046521435792,2.1554054054054057,0.9565887825927044
-1,7.73138427734375,194.85981355839448,13.959219661513837,0.07834082796912349,2.228601317507416,5.216356497359802,28.24707086793311,0.24290052966613546,0.059000667312089125,0.6689655043194197,1.7765896940052324,0.9497675877873104
-1,6.2762298583984375,174.69270329348473,13.217136728258685,0.0856515061198391,2.4855361990889886,6.3585888523572045,29.55245255997136,0.25414947687029105,0.06459195659344259,0.6966001917225961,1.7022556390977444,0.9476479126222436
-1,3.94354248046875,122.2083775515938,11.054789801330182,0.09394549696698602,3.1486412329388083,10.083423327463484,34.10879654614139,0.2675396033577458,0.07157743936481993,0.6724477294778061,1.9600647598488936,0.9413136347369686
-1,12.135330200195312,780.0252777267398,27.92893262777401,0.17529884258129022,2.7208664952608634,7.775748845490153,93.94147582697201,0.3781124158894888,0.1429689990497857,0.6223784933644011,3.3289712831697567,0.9738545130836866
-1,17.500579833984375,1031.9562007119753,32.12407509504321,0.11804003892623532,2.223857192849924,5.267139574177202,80.36826530612244,0.3057215998007932,0.09346569658475633,0.5786500303059838,3.196632653061225,0.977246371410414
-1,20.1002197265625,1079.8277397048068,32.8607324888659,0.11631086874808395,2.014287032990722,4.446617858908882,90.75124770160231,0.303220101135258,0.09194242973247607,0.5848076625161613,3.2858768934419054,0.9730518818380643
-1,6.6618194580078125,583.0062181343193,24.14552169936113,0.1824752067031868,3.9744051371133553,16.119796139519984,117.91904008438816,0.386306044317196,0.1492323598759994,0.6268657251478907,3.320411392405063,0.9758970087701768
-1,9.8717041015625,759.8420511161453,27.565232651224715,0.18519045925299712,3.1387616500635787,10.135497166251943,144.6595274519803,0.3894461936269404,0.15166833773051236,0.6321881252956238,3.6620771715111333,0.9670653930205201
-1,16.36895751953125,1098.1558244482424,33.13843424859181,0.0947370237481832,2.4095244787821493,6.038080805660165,133.23930169534256,0.27179370727450264,0.07387181931401804,0.5530409829879878,3.8794983298670194,0.9650859587235588
1,16.6468505859375,1408.2281276375604,37.526365766452265,0.014825333238118056,2.8085765549979027,8.404466771598226,137.79004524886878,0.10348737794925388,0.01070963739481172,0.4173058828934664,4.6877828054298645,0.9591731704979978
1,15.720870971679688,1485.6093738574207,38.54360354011312,0.007471799675623023,3.0392906240029864,9.777729303396773,154.32618949958984,0.07292603900707946,0.005318207165262075,0.3946056803557806,5.376640689089418,0.9609359430229252
1,13.524169921875,1357.2764187713385,36.841232590283106,0.005722021357245405,3.2814670631194724,11.332849050584352,116.97306397306394,0.06365919747096031,0.004052493422646721,0.3627150440212263,5.1336825040528735,0.9674065420357078
1,6.07012939453125,791.1150483936592,28.126767471461395,0.022536603809512026,4.988156953986015,25.513992572599026,192.83792892156865,0.12845123553088095,0.016499719909409852,0.3989208234360377,5.061580882352942,0.9640312636840398
1,3.0579376220703125,395.29089956534966,19.88192394023651,0.014508265717523625,6.873150961625887,48.66126611755078,191.11594202898547,0.10217455545075056,0.010439639781558496,0.3962895951632105,5.734299516908213,0.9531817528676662
1,3.7631683349609375,379.8073077819332,19.48864561178979,0.051324941386308914,5.646573993538781,33.20807481809671,199.15668202764977,0.1969664496332885,0.03879578228114277,0.4525056592374948,5.077682685977617,0.9557551505296816
1,4.8972015380859375,539.6138145220884,23.22958920261158,0.004555595265314022,5.19714161875378,28.20339710871325,119.67202797202795,0.05637400345408203,0.0031780282654408523,0.3597616895638482,4.923776223776224,0.9437593054255896
1,6.0711669921875,597.813443183378,24.45022378595701,0.0035236343211044424,4.601963994596894,22.38982815084667,93.3083950617284,0.049674140104205226,0.00246752019509221,0.3385043111896869,5.076790123456791,0.9641998397290652
1,8.928085327148438,484.8279886430098,22.018809882530206,0.003818081560219785,3.233991407429722,11.70817545125575,37.982737768004405,0.05153185212710222,0.002655531783649529,0.3924074713026872,3.5757009345794395,0.9595163824270329
-1,8.625411987304688,325.23091307497725,18.034159616543747,0.09359280834512808,2.5335056950689974,6.741894306333832,52.396165723108595,0.26969031118093256,0.07273286394486825,0.5803287957678094,2.8912763767370047,0.9564118926551392
-1,17.310012817382812,939.7560424548557,30.6554406664601,0.06383724525414343,2.2805324030423533,5.670443964163578,98.46883173496077,0.22084971258420386,0.04877459554852544,0.5075624565463255,4.109524847428074,0.964136018939991
-1,10.197021484375,554.5273092860043,23.548403540070485,0.07402697686686872,2.782879498261601,8.144412317856332,148.88992974238874,0.23883640288541824,0.05704282734324584,0.5039656338081531,4.8800936768149885,0.9307108835940304
1,12.086151123046875,880.7494353601406,29.677422990551936,0.003763305558726133,3.485584951838145,14.36548875869105,87.65331715210354,0.05125417102471664,0.002626990047430902,0.4020668142720101,4.863875404530744,0.9652163939341304
1,10.184295654296877,703.1748709901398,26.517444654229784,0.0035941325417812443,3.595046959133428,15.171542237592893,88.66976322646427,0.050016832940884944,0.002501683577436393,0.38693537835134856,4.974736603602583,0.9552990428311394
-1,15.321746826171875,572.974126313729,23.936877956695376,0.054276161281525584,2.063548933971268,4.674106882921276,83.71907894736842,0.20236755920188187,0.04095262901732717,0.5564646050855234,3.714191729323309,0.9439982602610241
-1,14.551651000976562,560.8827134913333,23.6829625150937,0.05800513766427993,2.118363381069903,4.890460234322362,92.39438561930555,0.2094750640956136,0.04387980247786143,0.5645901999197466,3.6798818025116966,0.9390496192854692
-1,13.88385009765625,555.9596305851851,23.57879620729577,0.06251397532497678,2.1630524943992646,5.026004334093273,87.37668918918921,0.217870230306298,0.04746743725371931,0.5676607594235366,3.676942567567568,0.9421968250557312
-1,12.838165283203125,540.5816378566947,23.25041156316796,0.06910324843043965,2.260164371903836,5.430977176293551,75.47950819672131,0.2296720633304264,0.05274925667445536,0.5830881703721502,3.325591985428052,0.9520150980954942
-1,5.8856964111328125,297.07932425696146,17.23598921608393,0.10511890062687,3.3058857882376738,11.22601078142043,91.96255411255413,0.2868994751146281,0.0823113088210491,0.601038983500402,3.866233766233768,0.9439788529425828
1,7.081207275390625,1126.526072315619,33.563761295713256,0.0028834795753350725,5.136202606931367,26.94673678442728,202.8146877144818,0.044859013254637516,0.002012331070179744,0.29788114923222225,7.45710363761153,0.9601272691502012
-1,11.64813232421875,1283.1644199029233,35.82128445356089,0.15100232009319067,3.4160791376130324,11.907516546994133,228.95623327982884,0.3489035054789755,0.12173365613551748,0.5929649087977144,4.582771535580525,0.972023412083694
-1,15.345489501953125,1561.473495387687,39.515484248427065,0.1938203604230209,2.9359592013060216,8.914272528643691,215.72669276497032,0.3992714585390459,0.1594176976038971,0.6302045663049203,4.196317239379441,0.9737133008874576
1,4.964813232421875,818.5519990325682,28.61034776147553,0.0021073377130592466,6.086602863743472,37.948343355859926,94.3016129032258,0.038253358792359415,0.001463319458896982,0.30372786201583096,5.241397849462365,0.945807010597474
1,8.291000366210938,1472.4573083599396,38.37261143524036,0.007044387854416134,5.022399486742216,26.008401275080573,145.52099483204137,0.07082818551303663,0.005016631863069129,0.3009231614892341,6.3510981912144695,0.9805203217846972
1,9.611495971679688,1588.090410266079,39.850852064492656,0.008884880749689383,4.516749498128412,20.94220230771957,254.26497085320614,0.07963068499739817,0.0063410459931548535,0.369121986903904,5.865924748277688,0.9603571444766432
-1,12.881484985351562,752.1583246795168,27.4255050031812,0.1259266157340978,2.5702793795002568,6.9673052095122685,103.1276992481203,0.3165979796831349,0.10023428073944264,0.5791733710713441,3.6886616541353385,0.9662440750351976
-1,17.993270874023438,980.6779311675067,31.31577767144713,0.07387749516513703,2.219907987200012,5.267758692610529,116.17493734335841,0.2384286545597657,0.056848223315180114,0.5302473042818537,4.185864661654136,0.9620082630396524
1,6.150177001953125,472.1130156521288,21.728161810243613,0.005802262994358064,4.0469783130563295,17.201468375876082,88.20577319587629,0.06360148003232352,0.00404514826230205,0.3992074496504701,4.90680412371134,0.9239757298727886
1,5.941864013671875,629.832100000579,25.09645592510184,0.003987692050015567,4.710692319792686,23.54834202724248,114.171654432524,0.05282672664194512,0.0027906630477027945,0.3739015735014911,4.457933370976849,0.9459422445761764
1,6.6546630859375,696.9363274493126,26.39955165242987,0.0097961603520368,4.39321813200628,20.08499842601445,134.78785679729071,0.08363620677501755,0.006995015083713492,0.4133935302613603,4.253749395258828,0.952952399995246
1,4.698516845703125,499.8728631308856,22.35783672744046,0.04611036551650794,5.126724543586438,27.12334008363337,128.31630824372758,0.18625220116395366,0.034689882438417856,0.4616307557788945,4.081541218637994,0.9715924546869532
1,2.549179077148437,271.7172319289694,16.483847606944483,0.0773050462904777,6.7933293216196695,47.31649457057328,259.5997031172687,0.2441217435325007,0.05959542566534805,0.5206172276091983,4.681345868381988,0.9472717547597808
-1,8.955795288085938,586.0062390073111,24.20756573898564,0.15384052537167292,3.1343716393332786,10.174119740859595,74.85436743504741,0.3524350224605051,0.12421044505673673,0.6057077223694463,3.4373602652070003,0.9772190299602858
-1,13.536849975585938,811.051773350564,28.47897072140361,0.0922545381294138,2.496403878353915,6.470909639371327,77.63662600026238,0.2680334712372416,0.07184194170348522,0.5605378486431334,3.4567755476846385,0.973966402780858
1,3.9664154052734375,575.5276664969422,23.99015770054341,0.0013169039565014912,6.554005977267605,45.06220753999098,108.06418918918921,0.030227625070877364,0.0009137093174255336,0.2416646237554656,6.77027027027027,0.962082103462636
1,6.252899169921875,716.6855468174118,26.77098329941229,0.003689143773393585,4.707858227892926,22.87699641265413,131.0070741369553,0.0508051100504217,0.00258115920723546,0.36576549958211096,5.428126768534239,0.9526771034054652
-1,11.480361938476562,670.5039543195952,25.89409110819677,0.09979604227511678,2.7800196885694173,8.124329286652419,55.58259847148736,0.2797253530830493,0.0782462731574366,0.5619242620655279,3.2791299235743683,0.9815915379807356
-1,14.087814331054688,785.3280408694783,28.02370498113121,0.14978278098483092,2.4320141557570945,6.361282824151353,56.20921985815603,0.34751594801941704,0.12076733412783415,0.5824325461343248,3.3442591527697907,0.9819331856248548
-1,8.77899169921875,498.7857253751388,22.333511263908743,0.17818326338709514,2.9676066406442416,9.193345873491884,69.75424561403509,0.3814685075104133,0.14551822222222222,0.6174987910499672,3.1178947368421053,0.9730682045808624
-1,13.347564697265625,645.6835705055278,25.41030441583744,0.09971016631076213,2.340970971751088,5.8328160811366265,55.55146489773354,0.27945636618692205,0.07809586060239908,0.5548022299493317,3.121171918186844,0.9750285730580908
1,3.623123168945313,368.8483126719693,19.205424043013718,0.005954771227255663,5.856600208994958,36.42371704565858,90.7313122923588,0.06486386599059613,0.0042073211112460115,0.33064652309868503,4.880813953488372,0.9620855908052912
1,4.1529693603515625,490.0980884365098,22.13815910224945,0.031900126720865576,5.936141133245737,37.393109501449146,155.9012527634488,0.15388393299796044,0.023680264834920767,0.3993477943757831,5.766396462785558,0.9715374055766852
-1,6.9745635986328125,344.25287918474817,18.554052904547515,0.10512807650756256,3.09639611106082,9.901556975144548,105.05792955480068,0.2872958948744559,0.0825389312117144,0.5397668251191708,4.3413195065260135,0.9394827763611586
-1,12.595138549804688,641.3641788595297,25.325168881165038,0.11793140306921007,2.4577838517814463,6.440771098019961,76.91257142857144,0.3056371705143211,0.0934140800000002,0.5610674470569386,3.483885714285714,0.9680981888657728
-1,15.014144897460938,772.443762254516,27.792872508154243,0.1501108897441733,2.257087220869295,5.535888538836073,69.63180858550318,0.34774597899188914,0.12092726590502742,0.5882179671060843,3.368332160450388,0.9751877614687544
1,5.4842376708984375,634.0270776008108,25.179894312741087,0.002652164721982535,5.163094724669547,28.12644321205585,64.03538359788361,0.042927687669646164,0.0018427863686626914,0.34029390746989513,4.58829365079365,0.9708620727717632
1,11.378753662109375,993.7209424277347,31.523339645851845,0.003586367846013899,3.456466356548668,13.089136163365605,69.94760638297872,0.04995125863867745,0.0024951282395880483,0.3863296736513231,4.398670212765958,0.9666805647634455
1,3.198837280273437,418.3556536154735,20.4537442444036,0.015322972347679771,6.828070082737303,48.09742031536806,252.3375286041189,0.10515039104489562,0.011056604736894463,0.3616529310673513,5.69908466819222,0.9459770647045768
-1,9.011077880859377,771.7476827142117,27.780347058923002,0.17843963865693013,3.5272025714308133,12.896813005681784,106.51160998169381,0.3818434921862055,0.14580445252495675,0.6238436984859593,3.614028326428365,0.9793507645714632
-1,13.71539306640625,1007.0314503615996,31.73375884388107,0.1415364952194285,2.798249797756415,8.31924328296533,117.32635275754423,0.3372209579332945,0.11371797446944874,0.5704826710905699,4.181061394380853,0.9743691048576966
1,10.143386840820312,1380.635642046226,37.15690571140479,0.005797864571784759,4.006344757594824,16.350619962950248,153.96358051777096,0.0640147051287519,0.004097882472721057,0.3653982399247672,4.684071961386573,0.955839012611008
-1,11.757980346679688,1225.7684457630387,35.01097607555434,0.2063093568768872,3.386931154616027,11.837180633298766,141.10997790243073,0.413090167600451,0.1706434865681687,0.6326811879877989,3.8247492775794663,0.9820878560739534
1,8.787139892578125,1058.4196461581253,32.53336204818256,0.001428085937962877,4.266264238714944,19.008064301278147,221.9189565909996,0.03149494874407911,0.0009919317963921707,0.2812640771212589,7.820589406610911,0.9602338479810528
1,7.9832305908203125,1003.0302579250856,31.67065294440716,0.002386731228121213,4.542470427806582,21.391308561247016,283.6447044334975,0.040787589418644,0.0016636274505838794,0.3094477172245388,8.244458128078817,0.9623254221947404
1,9.164947509765623,510.0730112955732,22.58479602067668,0.013845087170771476,3.311302855423882,12.35026653437159,139.63307493540051,0.10004410753293642,0.01000882345206175,0.3701743480038535,5.9007013658176435,0.927621774558904
1,4.593551635742188,432.6018741004535,20.79908349183813,0.0017505821834455713,5.305934866959883,30.06497259563173,92.42005185825407,0.03485967555939424,0.001215196980106228,0.3211223948094189,5.117257274560645,0.9705069559343124
1,4.73236083984375,409.6741214314209,20.24040813401303,0.0017117787655525814,5.075252377060787,27.957666251005183,68.60497835497834,0.034473137235132165,0.0011883971908322555,0.30715280117210064,4.792748917748918,0.970015642257256
-1,5.5650787353515625,265.0445040724628,16.28018747043359,0.07525563168755355,3.4541364892022837,12.374960201189248,110.06293995859215,0.24066934887285776,0.057921735486885326,0.5093554710976418,4.457971014492753,0.9277398666772942
-1,7.2348785400390625,551.2336191449464,23.47836491634259,0.15363317389451847,3.6205865214946975,13.446697335936232,97.50524395804831,0.35213929859743565,0.12400208561669393,0.5959325828148345,3.603055175558597,0.9746861340465159
-1,15.478988647460938,834.2781623859893,28.88387374273037,0.11365862745589178,2.3245955504947493,5.8162699151141855,108.867850692354,0.2997822069217167,0.08986937158685497,0.5309021779242864,4.499899658840056,0.9633936839659656
-1,16.45599365234375,887.6942705609406,29.79419860578465,0.10690223797376501,2.279323885895069,5.639642321368577,125.90489619293041,0.29017569929568743,0.08420193646174122,0.5251562861385953,4.8901638547187245,0.9589068977382972
-1,9.88140869140625,576.9892132830855,24.020599769428856,0.06954682221755527,2.8843114246681325,8.598758614284138,128.34797325886436,0.2308015559319463,0.053269358220607334,0.5079244502261533,4.88042650418888,0.9456685870277484
1,14.301681518554688,1586.0854435733547,39.825688237284176,0.012440138629748259,3.3051346215732096,11.400831827444472,144.07326831707928,0.09473616011894984,0.008974940034083301,0.3926919589713545,5.278069517379345,0.9714420243718777
1,10.372726440429688,1393.1712276290314,37.32520900985058,0.003813439693060053,3.968520922990751,16.099906614933204,112.0236559139785,0.051705561987842936,0.002673465140478669,0.3763733786318674,4.801290322580645,0.9634209664211898
1,6.9747467041015625,973.6228636765404,31.20293037002359,0.011507993425491024,4.851818881728254,24.22105518065785,190.94862604540023,0.09097127556993748,0.008275772978821502,0.3811606507181135,5.589008363201913,0.9621285730822564
1,7.984588623046875,706.756688203621,26.584895865954056,0.0013133104621329645,4.193246361543808,18.855205706095454,148.91052971576227,0.030190756979293413,0.0009114818069827537,0.2979640141964898,6.853036175710592,0.9565982280312196
1,10.325164794921877,878.8514017077638,29.645428006823643,0.003248348538371083,3.3638620576822253,11.864463870829766,87.74760938858303,0.04767636976687857,0.0022730362341481327,0.3143999880046439,5.3546798029556655,0.9449458786174376
-1,7.294036865234375,491.7114185189834,22.174566929682822,0.20656792323386952,3.5065030251058387,12.736895284495098,57.74706782253953,0.41330803729557775,0.1708235336931227,0.6301506900940479,2.9318374978752337,0.9822558495764268
1,6.4395904541015625,711.402252446016,26.67212500806818,0.0036827758711750172,4.945783309782303,26.258024532328324,191.8333333333333,0.05099848580334891,0.0026008455542343807,0.2520447159703205,8.161609195402301,0.9628988279836356
1,11.05682373046875,1089.1478642600305,33.00224029153219,0.0022864790279084595,3.7962463541255658,15.771150598040922,172.68726790450927,0.0399918507624414,0.0015993481274053846,0.3019548405690717,6.893633952254643,0.9628403552455004
1,13.328353881835938,1029.4721788957656,32.08538886932439,0.003033275506412223,3.090677482266221,10.328739576119084,97.65591178272413,0.0460486011843986,0.002120473671039796,0.3472125533463699,5.06309985705534,0.9594284709955068
-1,14.104843139648438,744.32026787552,27.28223355730832,0.09733454193021958,2.343180241526184,5.785302971083407,84.93264427217916,0.2757572773118435,0.07604207599044098,0.5700888248251597,3.2151593453919034,0.9668354818494336
-1,17.786148071289062,941.6780463000264,30.686773149029964,0.11472678063948101,2.137299552940488,5.031036398156259,97.15329015300856,0.3011758442895644,0.09070688918353194,0.5709480877179113,3.24152820801652,0.9682687639405936
1,4.979751586914063,852.3165603186618,29.19446112396428,0.002169761318076015,6.31930214390036,41.24150057728942,79.59667024704619,0.0388207097067695,0.0015070475021372676,0.3039547692346264,5.579484425349087,0.9767014825131314
1,5.4114532470703125,911.7564954372814,30.195305851030568,0.0018271993652109575,5.997502721249695,37.048303603903655,69.04240631163708,0.03561578063065947,0.0012684838299312586,0.2931260774849507,5.187376725838265,0.9759514629328316
1,5.10833740234375,878.9744427597448,29.647503145454674,0.002716541134423496,6.166218275428822,38.944674624801394,61.50080862533693,0.04345227500029464,0.0018881002027012301,0.3100353988640449,4.8851752021563355,0.9731349666240808
1,5.889556884765625,981.4158220297794,31.32755691128467,0.002096669005408819,5.719970338649992,33.667442682738354,114.87944219523165,0.03816377915974913,0.001456474039754102,0.2888162602604661,5.6540710751237055,0.9604498697255696
1,5.428924560546875,920.9497811859958,30.347154416616984,0.004496507597216909,5.983928494215161,36.797840047486034,196.26126126126132,0.05621026972540323,0.003159594422602582,0.2913411603645793,6.3437648174490295,0.9621175300070302
1,3.506805419921875,520.3817384539901,22.81187713569381,0.009822648339268143,6.939508858688058,49.93040797450449,227.072340425532,0.08389718488582411,0.007038737631766153,0.2904385559032667,6.648024316109423,0.9561171551271244
-1,21.741195678710934,1499.678170181319,38.725678434100026,0.06059823613871607,2.2288422980992757,5.266827852543795,81.44168133802819,0.21478484279481524,0.0461325286943935,0.5432664726072107,3.661751760563381,0.9814434688853528
-1,17.822296142578125,1326.8928937043754,36.42654106148943,0.0649846466985587,2.4594514122063083,6.2783626239158306,83.05914407230199,0.22243166034618805,0.049475843524361934,0.5622718144845279,3.727272727272727,0.9811265983419908
-1,11.815582275390625,967.096791140242,31.09817986860713,0.07515399986776891,3.0079153630379927,9.225215069185555,77.15093984962407,0.2400295440416301,0.05761418201283284,0.5723899826629256,3.6915413533834585,0.98277100256227
-1,6.814788818359375,419.16662098947404,20.47355906991929,0.21862739457693234,3.4825009221466265,12.740505262274553,75.96329072435267,0.4262795508236538,0.18171425545041608,0.6361610382555016,3.1314323172730254,0.9721466344553868
-1,10.205215454101562,586.3392870284557,24.21444376871903,0.14285912374482873,2.898689161612988,8.861950979770477,72.0395076923077,0.3387942979616992,0.11478157633136064,0.5825812176705778,3.4131692307692307,0.9743781485194678
-1,18.793121337890625,1233.6162898884959,35.122874168958546,0.05823195470832707,2.2852520057115,5.43837693861956,135.7646771037182,0.21019373848306,0.04418140769748501,0.5191205205039785,4.386619373776909,0.9611151273446468
-1,13.25604248046875,955.1041804980816,30.90475983563182,0.08625284030240869,2.7351945420542374,7.731126324529095,165.41018431740082,0.2587970440420218,0.06697591000488819,0.5255014609812587,5.0538894095595115,0.9566153821365919
-1,14.597442626953125,908.3845260178982,30.139418143320192,0.11519088219102873,2.4869205445308147,6.512311349042583,132.7705528846154,0.3017762667808593,0.0910689151921924,0.5715363329894293,4.5022836538461535,0.9617618609137534
-1,17.818832397460938,1054.3607706215716,32.4709219244168,0.09208684005549007,2.251392060965446,5.416713809499504,123.85959639330187,0.26798570751287404,0.07181633943117569,0.5429623903460594,4.296801202232719,0.9634445850185116
1,5.17120361328125,784.1244324915939,28.002221920618982,0.0015869348971921558,5.935283159155126,36.78618438377183,93.59523809523807,0.03318728571496474,0.0011013959331267024,0.3084358556322375,5.935897435897435,0.9703503381537764
1,6.9244537353515625,1101.7501997689646,33.19262267084306,0.0013604603932745865,5.306350299379128,29.457901223371397,98.60639070442991,0.03072933927615932,0.0009442922923493076,0.2879443189345864,6.270878721859115,0.9718465762886092
